loss,hyperparameters,iteration,runtime
-0.9707380992545523,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=7,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.09188174783652203, 'n_estimators': 22, 'random_state': 0}",1,47.70163339562714
-0.9692413414234926,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=7,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.0797632758943192, 'n_estimators': 107, 'random_state': 0}",2,260.51801292039454
-0.9615414836472708,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=6,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.7375844685710828, 'n_estimators': 44, 'random_state': 0}",3,89.50611156597733
-0.9671234757473769,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=7,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.07115839702640425, 'n_estimators': 395, 'random_state': 0}",4,1022.1760945376009
-0.9629266373614292,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.9372647739720816, 'n_estimators': 133, 'random_state': 0}",5,356.873975279741
-0.9582722054556783,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.6571984586385847, 'n_estimators': 32, 'random_state': 0}",6,98.20897241681814
-0.9654148989687202,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.7687334031345798, 'n_estimators': 193, 'random_state': 0}",7,519.0656542256474
-0.9635844037403961,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=6,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.1646682047920801, 'n_estimators': 346, 'random_state': 0}",8,752.6647699289024
-0.9701283356839818,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.1225475895008602, 'n_estimators': 440, 'random_state': 0}",9,1110.029889723286
-0.9688845326430101,"{'base_estimator': DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=8,
            max_features=None, max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, presort=False, random_state=0,
            splitter='best'), 'learning_rate': 0.3536432998091782, 'n_estimators': 295, 'random_state': 0}",10,741.4600101467222
